"","DateTime","G.FDF.00.BHZ.M"
"401",2010-01-12 22:06:40,84092.595
"402",2010-01-12 22:06:50,-58103.08
"403",2010-01-12 22:07:00,48248.625
"404",2010-01-12 22:07:10,-22265.615
"405",2010-01-12 22:07:20,-54014.31
"406",2010-01-12 22:07:30,-46913.095
"407",2010-01-12 22:07:40,806.24
"408",2010-01-12 22:07:50,206011.85
"409",2010-01-12 22:08:00,-57936.065
"410",2010-01-12 22:08:10,-44303.795
"411",2010-01-12 22:08:20,-34844.015
"412",2010-01-12 22:08:30,111471.17
"413",2010-01-12 22:08:40,-79951.73
"414",2010-01-12 22:08:50,-47487.05
"415",2010-01-12 22:09:00,23930.325
"416",2010-01-12 22:09:10,-25576.685
"417",2010-01-12 22:09:20,-12823.365
"418",2010-01-12 22:09:30,77357.315
"419",2010-01-12 22:09:40,-101161.445
"420",2010-01-12 22:09:50,103962.54
"421",2010-01-12 22:10:00,-35349.835
"422",2010-01-12 22:10:10,-57516.52
"423",2010-01-12 22:10:20,9479.895
"424",2010-01-12 22:10:30,55943.79
"425",2010-01-12 22:10:40,-60286.87
"426",2010-01-12 22:10:50,122125.86
"427",2010-01-12 22:11:00,-46015.93
"428",2010-01-12 22:11:10,-85772.835
"429",2010-01-12 22:11:20,-65446.28
"430",2010-01-12 22:11:30,89953.98
"431",2010-01-12 22:11:40,-40833.79
"432",2010-01-12 22:11:50,-77712.35
"433",2010-01-12 22:12:00,17354.205
"434",2010-01-12 22:12:10,107233.895
"435",2010-01-12 22:12:20,571.435
"436",2010-01-12 22:12:30,-29443
"437",2010-01-12 22:12:40,115571.635
"438",2010-01-12 22:12:50,-37554.57
"439",2010-01-12 22:13:00,-798.925
"440",2010-01-12 22:13:10,58226.815
"441",2010-01-12 22:13:20,-35498.495
"442",2010-01-12 22:13:30,-52060.45
"443",2010-01-12 22:13:40,-122538.825
"444",2010-01-12 22:13:50,13514.31
"445",2010-01-12 22:14:00,85472.065
"446",2010-01-12 22:14:10,74819.145
"447",2010-01-12 22:14:20,10317.19
"448",2010-01-12 22:14:30,30160.47
"449",2010-01-12 22:14:40,-124447.96
"450",2010-01-12 22:14:50,41821.695
"451",2010-01-12 22:15:00,-3895.115
"452",2010-01-12 22:15:10,36576.205
"453",2010-01-12 22:15:20,-25097.725
"454",2010-01-12 22:15:30,-8270.185
"455",2010-01-12 22:15:40,-18679.055
"456",2010-01-12 22:15:50,42052.15
"457",2010-01-12 22:16:00,14608.135
"458",2010-01-12 22:16:10,-28763.33
"459",2010-01-12 22:16:20,-22717.185
"460",2010-01-12 22:16:30,7374.285
"461",2010-01-12 22:16:40,31283.32
"462",2010-01-12 22:16:50,-11174.42
"463",2010-01-12 22:17:00,-19694.22
