"","DateTime","CU.BCIP..BHZ.M"
"588",2010-01-12 22:37:50,-147.0125
"589",2010-01-12 22:38:00,356.0125
"590",2010-01-12 22:38:10,12599.95
"591",2010-01-12 22:38:20,-15075.5225
"592",2010-01-12 22:38:30,13405.9075
"593",2010-01-12 22:38:40,-1729.8575
"594",2010-01-12 22:38:50,-3030.2725
"595",2010-01-12 22:39:00,11713.7675
"596",2010-01-12 22:39:10,-9456.5125
"597",2010-01-12 22:39:20,7363.6175
"598",2010-01-12 22:39:30,-4393.1275
"599",2010-01-12 22:39:40,11336.3625
"600",2010-01-12 22:39:50,-4589.0075
"601",2010-01-12 22:40:00,2383.64
"602",2010-01-12 22:40:10,8945.2175
"603",2010-01-12 22:40:20,-9726.64
"604",2010-01-12 22:40:30,5090.415
"605",2010-01-12 22:40:40,3657.95
"606",2010-01-12 22:40:50,2183.8925
"607",2010-01-12 22:41:00,80.845
"608",2010-01-12 22:41:10,2033.665
"609",2010-01-12 22:41:20,-588.855
"610",2010-01-12 22:41:30,2318.4325
"611",2010-01-12 22:41:40,-2700.695
"612",2010-01-12 22:41:50,8394.925
"613",2010-01-12 22:42:00,-5247.695
"614",2010-01-12 22:42:10,4672.7875
"615",2010-01-12 22:42:20,-3634.7025
"616",2010-01-12 22:42:30,14528.7025
"617",2010-01-12 22:42:40,-8702.1725
"618",2010-01-12 22:42:50,4690.34
"619",2010-01-12 22:43:00,261.8325
"620",2010-01-12 22:43:10,2440.8675
"621",2010-01-12 22:43:20,3655.1375
"622",2010-01-12 22:43:30,-3705.7
"623",2010-01-12 22:43:40,3097.4475
"624",2010-01-12 22:43:50,2055.7025
"625",2010-01-12 22:44:00,605.155
"626",2010-01-12 22:44:10,4091.5025
"627",2010-01-12 22:44:20,-248.4525
"628",2010-01-12 22:44:30,1546.0975
"629",2010-01-12 22:44:40,6395.295
"630",2010-01-12 22:44:50,-7958.795
"631",2010-01-12 22:45:00,2981.1675
"632",2010-01-12 22:45:10,7835.2775
"633",2010-01-12 22:45:20,-3998.785
"634",2010-01-12 22:45:30,3865.905
"635",2010-01-12 22:45:40,-1933.1775
"636",2010-01-12 22:45:50,5013.7575
"637",2010-01-12 22:46:00,1468.3175
"638",2010-01-12 22:46:10,1973.7075
"639",2010-01-12 22:46:20,1355.87
"640",2010-01-12 22:46:30,-4544.2625
"641",2010-01-12 22:46:40,8921.115
