"","DateTime","CU.GRTK..BHZ.M"
"643",2010-01-12 21:10:42,-2939.3
"644",2010-01-12 21:10:43,739.025
"645",2010-01-12 21:10:44,1445.55
"646",2010-01-12 21:10:45,-175.525
"647",2010-01-12 21:10:46,-736.025
"648",2010-01-12 21:10:47,1552.6
"649",2010-01-12 21:10:48,462.625
"650",2010-01-12 21:10:49,-759.25
"651",2010-01-12 21:10:50,1675.85
"652",2010-01-12 21:10:51,952.15
"653",2010-01-12 21:10:52,-1514.625
"654",2010-01-12 21:10:53,1786.35
"655",2010-01-12 21:10:54,-1472.625
"656",2010-01-12 21:10:55,1554.25
"657",2010-01-12 21:10:56,2465.45
